"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"LUX","Luxembourg","T","Total","TOTAL","Total","2033","2033",774474,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2034","2034",783775,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2035","2035",792910,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2036","2036",801780,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2037","2037",810376,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2038","2038",818704,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2039","2039",826771,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2040","2040",834588,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2041","2041",842174,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2042","2042",849485,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2043","2043",856564,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2044","2044",863411,,
"LUX","Luxembourg","T","Total","TOTAL","Total","2045","2045",870028,,
"MEX","Mexico","T","Total","TOTAL","Total","2022","2022",130118356,,
"MEX","Mexico","T","Total","TOTAL","Total","2023","2023",131230255,,
"MEX","Mexico","T","Total","TOTAL","Total","2024","2024",132308276,,
"MEX","Mexico","T","Total","TOTAL","Total","2025","2025",133352387,,
"MEX","Mexico","T","Total","TOTAL","Total","2026","2026",134362934,,
"MEX","Mexico","T","Total","TOTAL","Total","2027","2027",135339973,,
"MEX","Mexico","T","Total","TOTAL","Total","2028","2028",136283592,,
"MEX","Mexico","T","Total","TOTAL","Total","2029","2029",137193751,,
"MEX","Mexico","T","Total","TOTAL","Total","2030","2030",138070271,,
"MEX","Mexico","T","Total","TOTAL","Total","2031","2031",138912969,,
"MEX","Mexico","T","Total","TOTAL","Total","2032","2032",139721625,,
"MEX","Mexico","T","Total","TOTAL","Total","2033","2033",140496069,,
"MEX","Mexico","T","Total","TOTAL","Total","2034","2034",141235991,,
"MEX","Mexico","T","Total","TOTAL","Total","2035","2035",141941270,,
"MEX","Mexico","T","Total","TOTAL","Total","2036","2036",142611735,,
"MEX","Mexico","T","Total","TOTAL","Total","2037","2037",143247277,,
"MEX","Mexico","T","Total","TOTAL","Total","2038","2038",143847469,,
"MEX","Mexico","T","Total","TOTAL","Total","2039","2039",144412041,,
"MEX","Mexico","T","Total","TOTAL","Total","2040","2040",144940511,,
"MEX","Mexico","T","Total","TOTAL","Total","2041","2041",145432569,,
"MEX","Mexico","T","Total","TOTAL","Total","2042","2042",145887882,,
"MEX","Mexico","T","Total","TOTAL","Total","2043","2043",146306219,,
"MEX","Mexico","T","Total","TOTAL","Total","2044","2044",146687548,,
"MEX","Mexico","T","Total","TOTAL","Total","2045","2045",147032055,,
"NLD","Netherlands","T","Total","TOTAL","Total","2022","2022",17703092,,
"NLD","Netherlands","T","Total","TOTAL","Total","2023","2023",17908077.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2024","2024",18064524.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2025","2025",18185432,,
"NLD","Netherlands","T","Total","TOTAL","Total","2026","2026",18285557.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2027","2027",18374195.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2028","2028",18461962.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2029","2029",18549479.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2030","2030",18635857.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2031","2031",18720938.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2032","2032",18804626,,
"NLD","Netherlands","T","Total","TOTAL","Total","2033","2033",18886498,,
"NLD","Netherlands","T","Total","TOTAL","Total","2034","2034",18966213.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2035","2035",19043489,,
"NLD","Netherlands","T","Total","TOTAL","Total","2036","2036",19117796.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2037","2037",19188374.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2038","2038",19254935,,
"NLD","Netherlands","T","Total","TOTAL","Total","2039","2039",19317561,,
"NLD","Netherlands","T","Total","TOTAL","Total","2040","2040",19376383.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2041","2041",19431478,,
"NLD","Netherlands","T","Total","TOTAL","Total","2042","2042",19483072.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2043","2043",19531517.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2044","2044",19577114.5,,
"NLD","Netherlands","T","Total","TOTAL","Total","2045","2045",19620128.5,,
"NZL","New Zealand","T","Total","TOTAL","Total","2022","2022",5127900,,
"NZL","New Zealand","T","Total","TOTAL","Total","2023","2023",5149500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2024","2024",5179300,,
"NZL","New Zealand","T","Total","TOTAL","Total","2025","2025",5217300,,
"NZL","New Zealand","T","Total","TOTAL","Total","2026","2026",5263700,,
"NZL","New Zealand","T","Total","TOTAL","Total","2027","2027",5309300,,
"NZL","New Zealand","T","Total","TOTAL","Total","2028","2028",5354100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2029","2029",5398000,,
"NZL","New Zealand","T","Total","TOTAL","Total","2030","2030",5441000,,
"NZL","New Zealand","T","Total","TOTAL","Total","2031","2031",5483100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2032","2032",5524200,,
"NZL","New Zealand","T","Total","TOTAL","Total","2033","2033",5564400,,
"NZL","New Zealand","T","Total","TOTAL","Total","2034","2034",5603700,,
"NZL","New Zealand","T","Total","TOTAL","Total","2035","2035",5642100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2036","2036",5679800,,
"NZL","New Zealand","T","Total","TOTAL","Total","2037","2037",5716700,,
"NZL","New Zealand","T","Total","TOTAL","Total","2038","2038",5752800,,
"NZL","New Zealand","T","Total","TOTAL","Total","2039","2039",5788400,,
"NZL","New Zealand","T","Total","TOTAL","Total","2040","2040",5823300,,
"NZL","New Zealand","T","Total","TOTAL","Total","2041","2041",5857500,,
"NZL","New Zealand","T","Total","TOTAL","Total","2042","2042",5891100,,
"NZL","New Zealand","T","Total","TOTAL","Total","2043","2043",5924000,,
"NZL","New Zealand","T","Total","TOTAL","Total","2044","2044",5956300,,
"NZL","New Zealand","T","Total","TOTAL","Total","2045","2045",5987700,,
"NOR","Norway","T","Total","TOTAL","Total","2022","2022",5450123,,
"NOR","Norway","T","Total","TOTAL","Total","2023","2023",5493211,,
"NOR","Norway","T","Total","TOTAL","Total","2024","2024",5523415,,
"NOR","Norway","T","Total","TOTAL","Total","2025","2025",5547605,,
"NOR","Norway","T","Total","TOTAL","Total","2026","2026",5572296,,
"NOR","Norway","T","Total","TOTAL","Total","2027","2027",5597404,,
"NOR","Norway","T","Total","TOTAL","Total","2028","2028",5622768,,
"NOR","Norway","T","Total","TOTAL","Total","2029","2029",5648095,,
"NOR","Norway","T","Total","TOTAL","Total","2030","2030",5673114,,
"NOR","Norway","T","Total","TOTAL","Total","2031","2031",5697682,,
"NOR","Norway","T","Total","TOTAL","Total","2032","2032",5721854,,
"NOR","Norway","T","Total","TOTAL","Total","2033","2033",5745676,,
"NOR","Norway","T","Total","TOTAL","Total","2034","2034",5769103,,
"NOR","Norway","T","Total","TOTAL","Total","2035","2035",5792088,,
"NOR","Norway","T","Total","TOTAL","Total","2036","2036",5814702,,
"NOR","Norway","T","Total","TOTAL","Total","2037","2037",5836663,,
"NOR","Norway","T","Total","TOTAL","Total","2038","2038",5857674,,
"NOR","Norway","T","Total","TOTAL","Total","2039","2039",5877756,,
"NOR","Norway","T","Total","TOTAL","Total","2040","2040",5896935,,
"NOR","Norway","T","Total","TOTAL","Total","2041","2041",5915242,,
"NOR","Norway","T","Total","TOTAL","Total","2042","2042",5932655,,
"NOR","Norway","T","Total","TOTAL","Total","2043","2043",5949168,,
"NOR","Norway","T","Total","TOTAL","Total","2044","2044",5964764,,
"NOR","Norway","T","Total","TOTAL","Total","2045","2045",5979403,,
"POL","Poland","T","Total","TOTAL","Total","2022","2022",38068592,,
"POL","Poland","T","Total","TOTAL","Total","2023","2023",38520164,,
"POL","Poland","T","Total","TOTAL","Total","2024","2024",38469361,,
"POL","Poland","T","Total","TOTAL","Total","2025","2025",38289507,,
"POL","Poland","T","Total","TOTAL","Total","2026","2026",38102599,,
"POL","Poland","T","Total","TOTAL","Total","2027","2027",37908284,,
"POL","Poland","T","Total","TOTAL","Total","2028","2028",37711742,,
"POL","Poland","T","Total","TOTAL","Total","2029","2029",37517465,,
"POL","Poland","T","Total","TOTAL","Total","2030","2030",37324480,,
"POL","Poland","T","Total","TOTAL","Total","2031","2031",37132690,,
"POL","Poland","T","Total","TOTAL","Total","2032","2032",36941583,,
"POL","Poland","T","Total","TOTAL","Total","2033","2033",36753166,,
"POL","Poland","T","Total","TOTAL","Total","2034","2034",36588740,,
"POL","Poland","T","Total","TOTAL","Total","2035","2035",36447378,,
"POL","Poland","T","Total","TOTAL","Total","2036","2036",36309250,,
"POL","Poland","T","Total","TOTAL","Total","2037","2037",36174857,,
"POL","Poland","T","Total","TOTAL","Total","2038","2038",36042143,,
"POL","Poland","T","Total","TOTAL","Total","2039","2039",35910056,,
"POL","Poland","T","Total","TOTAL","Total","2040","2040",35779969,,
"POL","Poland","T","Total","TOTAL","Total","2041","2041",35652283,,
"POL","Poland","T","Total","TOTAL","Total","2042","2042",35526063,,
"POL","Poland","T","Total","TOTAL","Total","2043","2043",35400729,,
"POL","Poland","T","Total","TOTAL","Total","2044","2044",35277197,,
"POL","Poland","T","Total","TOTAL","Total","2045","2045",35155501,,
"PRT","Portugal","T","Total","TOTAL","Total","2022","2022",10372471,,
"PRT","Portugal","T","Total","TOTAL","Total","2023","2023",10391864,,
"PRT","Portugal","T","Total","TOTAL","Total","2024","2024",10381495,,
"PRT","Portugal","T","Total","TOTAL","Total","2025","2025",10361324,,
"PRT","Portugal","T","Total","TOTAL","Total","2026","2026",10338429,,
"PRT","Portugal","T","Total","TOTAL","Total","2027","2027",10313250,,
"PRT","Portugal","T","Total","TOTAL","Total","2028","2028",10287284,,
"PRT","Portugal","T","Total","TOTAL","Total","2029","2029",10261777,,
"PRT","Portugal","T","Total","TOTAL","Total","2030","2030",10236260,,
"PRT","Portugal","T","Total","TOTAL","Total","2031","2031",10210424,,
"PRT","Portugal","T","Total","TOTAL","Total","2032","2032",10184456,,
"PRT","Portugal","T","Total","TOTAL","Total","2033","2033",10158297,,
"PRT","Portugal","T","Total","TOTAL","Total","2034","2034",10132968,,
"PRT","Portugal","T","Total","TOTAL","Total","2035","2035",10108445,,
"PRT","Portugal","T","Total","TOTAL","Total","2036","2036",10083451,,
"PRT","Portugal","T","Total","TOTAL","Total","2037","2037",10057528,,
"PRT","Portugal","T","Total","TOTAL","Total","2038","2038",10030580,,
"PRT","Portugal","T","Total","TOTAL","Total","2039","2039",10002909,,
"PRT","Portugal","T","Total","TOTAL","Total","2040","2040",9974566,,
"PRT","Portugal","T","Total","TOTAL","Total","2041","2041",9945401,,
"PRT","Portugal","T","Total","TOTAL","Total","2042","2042",9915105,,
"PRT","Portugal","T","Total","TOTAL","Total","2043","2043",9883171,,
"PRT","Portugal","T","Total","TOTAL","Total","2044","2044",9849734,,
"PRT","Portugal","T","Total","TOTAL","Total","2045","2045",9815258,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2022","2022",5479309,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2023","2023",5529369,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2024","2024",5528097,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2025","2025",5514581,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2026","2026",5500937,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2027","2027",5486960,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2028","2028",5472575,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2029","2029",5457748,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2030","2030",5442189,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2031","2031",5425804,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2032","2032",5408694,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2033","2033",5391118,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2034","2034",5375419,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2035","2035",5361640,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2036","2036",5347740,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2037","2037",5334056,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2038","2038",5320798,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2039","2039",5307900,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2040","2040",5295215,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2041","2041",5282724,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2042","2042",5270462,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2043","2043",5258375,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2044","2044",5246481,,
"SVK","Slovak Republic","T","Total","TOTAL","Total","2045","2045",5234524,,
"ESP","Spain","T","Total","TOTAL","Total","2022","2022",47344523.219674,,
"ESP","Spain","T","Total","TOTAL","Total","2023","2023",47643819.276167,,
"ESP","Spain","T","Total","TOTAL","Total","2024","2024",47946376.854341,,
"ESP","Spain","T","Total","TOTAL","Total","2025","2025",48241716.324959,,
"ESP","Spain","T","Total","TOTAL","Total","2026","2026",48525539.193801,,
"ESP","Spain","T","Total","TOTAL","Total","2027","2027",48795709.043113,,
"ESP","Spain","T","Total","TOTAL","Total","2028","2028",49049910.756047,,
"ESP","Spain","T","Total","TOTAL","Total","2029","2029",49287353.753829,,
"ESP","Spain","T","Total","TOTAL","Total","2030","2030",49506082.96182,,
"ESP","Spain","T","Total","TOTAL","Total","2031","2031",49706404.148795,,
"ESP","Spain","T","Total","TOTAL","Total","2032","2032",49888308.866191,,
"ESP","Spain","T","Total","TOTAL","Total","2033","2033",50051303.58652,,
"ESP","Spain","T","Total","TOTAL","Total","2034","2034",50195139.962553,,
"ESP","Spain","T","Total","TOTAL","Total","2035","2035",50321391.82933,,
"ESP","Spain","T","Total","TOTAL","Total","2036","2036",50434095.243033,,
"ESP","Spain","T","Total","TOTAL","Total","2037","2037",50540517.715496,,
"ESP","Spain","T","Total","TOTAL","Total","2038","2038",50643060.872333,,
"ESP","Spain","T","Total","TOTAL","Total","2039","2039",50744133.409613,,
"ESP","Spain","T","Total","TOTAL","Total","2040","2040",50842625.702713,,
"ESP","Spain","T","Total","TOTAL","Total","2041","2041",50937518.385298,,
"ESP","Spain","T","Total","TOTAL","Total","2042","2042",51027998.352887,,
"ESP","Spain","T","Total","TOTAL","Total","2043","2043",51112555.84202,,
"ESP","Spain","T","Total","TOTAL","Total","2044","2044",51190656.233617,,
"ESP","Spain","T","Total","TOTAL","Total","2045","2045",51261259.223249,,
"SWE","Sweden","T","Total","TOTAL","Total","2022","2022",10486942,,
"SWE","Sweden","T","Total","TOTAL","Total","2023","2023",10551594,,
"SWE","Sweden","T","Total","TOTAL","Total","2024","2024",10610310,,
"SWE","Sweden","T","Total","TOTAL","Total","2025","2025",10666288,,
"SWE","Sweden","T","Total","TOTAL","Total","2026","2026",10719578,,
"SWE","Sweden","T","Total","TOTAL","Total","2027","2027",10768910,,
"SWE","Sweden","T","Total","TOTAL","Total","2028","2028",10815831,,
"SWE","Sweden","T","Total","TOTAL","Total","2029","2029",10863004,,
"SWE","Sweden","T","Total","TOTAL","Total","2030","2030",10910365,,
"SWE","Sweden","T","Total","TOTAL","Total","2031","2031",10957335,,
"SWE","Sweden","T","Total","TOTAL","Total","2032","2032",11003118,,
"SWE","Sweden","T","Total","TOTAL","Total","2033","2033",11047766,,
"SWE","Sweden","T","Total","TOTAL","Total","2034","2034",11091767,,
"SWE","Sweden","T","Total","TOTAL","Total","2035","2035",11135414,,
"SWE","Sweden","T","Total","TOTAL","Total","2036","2036",11178810,,
"SWE","Sweden","T","Total","TOTAL","Total","2037","2037",11222147,,
"SWE","Sweden","T","Total","TOTAL","Total","2038","2038",11265656,,
"SWE","Sweden","T","Total","TOTAL","Total","2039","2039",11309522,,
"SWE","Sweden","T","Total","TOTAL","Total","2040","2040",11353903,,
"SWE","Sweden","T","Total","TOTAL","Total","2041","2041",11398779,,
"SWE","Sweden","T","Total","TOTAL","Total","2042","2042",11444150,,
"SWE","Sweden","T","Total","TOTAL","Total","2043","2043",11490035,,
"SWE","Sweden","T","Total","TOTAL","Total","2044","2044",11536337,,
"SWE","Sweden","T","Total","TOTAL","Total","2045","2045",11582960,,
"CHE","Switzerland","T","Total","TOTAL","Total","2022","2022",8785278,,
"CHE","Switzerland","T","Total","TOTAL","Total","2023","2023",8858416,,
"CHE","Switzerland","T","Total","TOTAL","Total","2024","2024",8904301,,
"CHE","Switzerland","T","Total","TOTAL","Total","2025","2025",8943824,,
"CHE","Switzerland","T","Total","TOTAL","Total","2026","2026",8985446,,
"CHE","Switzerland","T","Total","TOTAL","Total","2027","2027",9029138,,
"CHE","Switzerland","T","Total","TOTAL","Total","2028","2028",9073262,,
"CHE","Switzerland","T","Total","TOTAL","Total","2029","2029",9116057,,
"CHE","Switzerland","T","Total","TOTAL","Total","2030","2030",9157174,,
"CHE","Switzerland","T","Total","TOTAL","Total","2031","2031",9196451,,
"CHE","Switzerland","T","Total","TOTAL","Total","2032","2032",9234001,,
"CHE","Switzerland","T","Total","TOTAL","Total","2033","2033",9269915,,
"CHE","Switzerland","T","Total","TOTAL","Total","2034","2034",9305575,,
"CHE","Switzerland","T","Total","TOTAL","Total","2035","2035",9341042,,
"CHE","Switzerland","T","Total","TOTAL","Total","2036","2036",9375055,,
"CHE","Switzerland","T","Total","TOTAL","Total","2037","2037",9408005,,
